Unnamed: 0,title,artist,lyrics
2035,Quiero Algo Más,Doble Eslabón,"no creo que no te des cuenta tal vez quieras evitar el tema
pienso en ti en cada noche que pasa tengo ese gran problema
no lo supero ni lo superare siempre te quise y te lo demostrare
firmare un pacto con sangre y tu corazón lo obtendré
aunque siempre me ignores o te hagas la más fuerte
sabes que tu corazón miente el amor te enloquece
a que nivel quieres llegar estoy dispuesto a luchar
sé que eres solo mi amiga pero quiero algo más
quiero estar siempre a tu lado
todo momento aprovechar
suspirar por cada beso y así podernos amar
aunque siempre me ignores o te hagas la más fuerte
sabes que tu corazón miente el amor te enloquece
a que nivel quieres llegar estoy dispuesto a luchar
sé que eres solo mi amiga pero quiero algo más
quiero estar siempre a tu lado
todo momento aprovechar
suspirar por cada beso y así podernos amar"
2036,Quiero Charlar Con La Muerte,Valentín Elizalde,"con que le pago a la vida 
por todo lo que me ha dado 
las mujeres y el dinero 
ahorita no me han faltado 
cuando voy a las cantinas 
la banda me anda tocando 
me gusta mucho lo bueno 
es un don que dios me ha dado 
de las muchachas bonitas he sido su enamorado 
y lo que vale la pena siempre lo tengo a mi lado 
cuando voy a los palenques 
siempre le apuesto a un buen gallo 
tambien me rifo el dinero 
a las patas de un caballo 
para pasear mi guerita 
tengo mi troca del año 
los que conocen mi vida diran que tengo riqueza 
mas no saben que el dinero 
lo reparto a la pobreza 
en el vino y las mujeres 
lo gasto si algo me resta 
quiero charlar con la muerte 
antes que acabe conmigo 
y decirle que por cuanto 
me deja troteando vivo 
por si allá en el otro mundo 
no haya mujeres ni vino"
2037,Quiero Darte,Designó,"ya me hiciste enloquecer al igual se nota
y ya te quiero tener un ratito a solas
y así me gusta siempre me enreda
con esa carita y ese cuerpo angelical
baby vente ya te quiero bailar
y después besarte si es que me lo autorizas
y nos podemos perder esta noche loca
se que tú quieres también sola te provocas
tu sensualidad lo que me atrapa
su mirada de ángel pero ella es una diabla
sabe a lo que va cuando me mira
zero sentimientos porque eso no se me da
mejor la pasamos bien culiando esta noche
sin sentimientos mujer
y los dos conformes
con esos labios de miel te miras hermosa
quiero acariciar tu piel se que se te antoja
quiero conquistarte
y acariciarte esta noche darte
y sin enamorarse
pase lo que pase no le diga nadie
que después lo arruinan y dicen que soy farsante
y me haces extremeser cuando me habla sola
quieres que valla otra vez repitan la historia"
2038,Quiero Decirte,El Chalinillo,"yo nomas solo
no viviria sin tus vesos
me e dado cuenta
que estoy loco por tu amor
que en cuerpo y alma
a ti solo pertenesco
deseando sientas
lo mismo en tu corazon
estoy dormido
estas en mis fantasias
eras la diosa
dueña de mi corazon
beso la almuada
deseando sean tus mejillas
pero despierto
y no ay nadie en mi abitacion
quiero decirte en mi cancion
que te amo tanto
que sin tus besos
yo podria enloqueser
que por las noches
de la nada envuelvo en llanto
te quiero tanto
eternamente te amare
como mis manos
se deslisan por tu cuerpo
ay una magia 
como la electricidad
obrando juntos
nos olvidamos del tiempo
sin importarnos
de la jente que dira
quiero decirte en mi cancion
que te amo tanto
que sin tus besos
me podria enloquecer
que por las noches
de la nada envuelo en llanto
te quiero tanto
eternamente te amare
eternamente te amare
eternamente te amare"
2039,Quiero Llevarmela Al Motel,Tamarindo Norteño,"busco la manera de reecontarla
y quiero un pretexto pa conocerla
solo una vez la he visto
y me enamore y me enamore
con su forma de mirar me lo decia
como un tonto no capte lo que debia
quiero otra oportunidad pa conquistarla
confesar que me flecho con su mirada
solo una vez la he visto
quiero volverla a ver
quiero volverla a ver
y llevarmela al motel
solo una vez la he visto
y me enamore y me enamore
con su forma de mirar me lo decia
como un tonto no capte lo que debia
quiero otra oportunidad pa conquistarla
confesar que me flecho con su mirada
solo una vez la he visto
quiero volverla a ver
quiero volverla a ver
y llevarmela al motel"
2040,Quiero Mas de Ti Jesús,Inspiración Cristiana,"del cristo que voy a hablarte
él no está crucificado no es de oro no es de barro
en un dios maravilloso que habita en mi corazón
hay que bonito se siente
cuando el espíritu santo me consuela
y me da fuerza para yo seguir luchando en este mundo pecador
quiero más de ti jesús
quiero más de tu presencia
que mi cuerpo se estremezca de los pies a la cabeza
al sentir tu grande unción
del cristo que voy a hablarte
él no quiere que te pierdas él quiere que te arrepientas
ya no pongas resistencia y ábrele tu corazón
verás que lindo se siente
cuando el espíritu santo me consuela
y me da fuerza para yo seguir luchando en este mundo pecador
quiero más de ti jesús
quiero más de tu presencia
que mi cuerpo se estremezca de los pies a la cabeza
al sentir tu grande unción"
2041,Quiero Olvidar,Duelo,"ya no me platiquen tanto de ella
no ven que ya no quiero saber nada
dejenla que siga murmurando 
que desquite el coraje que se carga
dejenla que le diga a sus amigas
que yo no le importaba para nada
que conmigo se pasaba el tiempo
para no sentirse desolada 
dejenla que diga sus mentiras
alfin que nadamas ella se engaña
quiere olvidar que me robo una que otra vez 
que no ah podido comprender que ya el amor de mi se fue
quiero olvidar que solo a mi puedo querer
que cuando le besen la piel pensara en mi con quien este
dejen que grite que arrastre mi nombre
que me maldiga que mas da al fin que ella no podra
olvidarse de mi"
2042,Quiero,Diego Ismael,"quiero tratarte como la reina que eres
quiero llevarte hasta parís y darte un beso
deja demostrarte que el amor todavía existe
eres toda una ángel que cayó del cielo
yo sé que estoy feo pero te doy mi amor
no tienes que preocuparte de nada amor
no soy como los demás hombres que nomás te utilizan y
te quiebran tu pobre corazón
y ahí te va chiquitita
pa que veas cuanto te quiero
ya sabes quién eres
y somos estilo real chau
esos ojitos cafés y esa sonrisa mata
eres todo lo que yo quiero y más
esto que yo siento por ti no puedo explicar
no quiero que tengas miedo de nada amor
yo sé que estoy feo pero te doy mi amor
no soy como los demás hombre que nomás te utilizan y
te quiebran tu pobre corazón
y ahí quedo nomás viejones chau"
2043,Quinto Mes,Grupo Cartel,"me qieren encadenado dicen por ser traficante
tienen mi retrato hablado y cren con eso atraparme
si aceptaron compromisos yo no eh de retractarme
me ponen en grandes listas el gobierno americano
como uno de grandes jefes me mantienen señalado
qieren que page las culpas que ellos mismos provocaron
ya aumentaron las cuadrillas al mando de un general
y solo traen la consigna la de qererme agarrar
la extradicion de seguro esa no se va lograr
prefiero grabar mi nombre en la tumba de un panteon
que grabralo en la lista cuando se esta es pricion
porqe para hombres valientes no existe otra solución
se lo duro del trabajo a mi no me cuentan nada
bajando leña del cerro de sol a sol me mataba
hay como extraño el salado y el alamo mi morada
son varios fieles amigos que comparten mi destino
de los que amarran cortito no hay titubeo ni suspiros
si la mafia es muy grande pa que se meten conmigo
hay gente que me conoce por numeros o por letras
y por ser el quinto mes tiene precio mi cabeza
no por tanto madrugar van hacer que me amanezca"
2044,Quisiera Ser Una Lagrima,Los Dareyes de La Sierra,"yo quisiera ser camino 
para que me caminaras 
yo quisiera que por siempre 
tansolo en mi 
pensaras 
yo quisiera ser la ceda 
que cubre tu desnudes 
yo quisiera que cuando llegues 
se fuera mi 
timides 
quisiera ser una lagrima 
de las que lloran tus ojos 
no importa que resbalara 
y se secara en tu rostro 
quisiera ser lo mejor 
que tu deseas en la vida 
el verso mas importante 
de tu cancion preferida 
yo quisiera ser el agua 
con la que apagas tu sed 
quisiera que le pusieras a mi cariño interes 
yo quisiera ser el aire 
que te toca y no lo ves 
para que me respiraras 
y estar dentro de tu ser 
quisiera ser una lagrima 
de las que lloran tus ojos 
no importa que resbalara 
y se secara en tu rostro 
quisiera ser lo mejor 
que tu deseas en la vida 
el verso mas importante 
de tu cancion preferida"
2045,Quisiera Volver Contigo,Los Alegres De Teran,"quisiera volver contigo pero no puedo
el alma se me hace garra
solo en pensar
los besos y las caricias que tú me hacías
quisiera pero no puedo
volver atrás
no pienses que he te olvidado
nunca lo pienses
quisiera tener dos alas para volar
cruzar los ríos e mares y otras barreras
besarte y acariciarte
volverte a amar
pero no puedo
corazón por dios no puedo
lo he prometido lo cumpliré
porque en la iglesia
y ante dios yo lo he jurado
amar por siempre a mi mujer
no pienses que he te olvidado
nunca lo pienses
quisiera tener dos alas para volar
cruzar los ríos e mares y otras barreras
besarte y acariciarte
volverte a amar
pero no puedo
corazón por dios no puedo
lo he prometido lo cumpliré
porque en la iglesia
y ante dios yo lo he jurado
amar por siempre a mi mujer"
2046,Quisiera,Los Herederos De Nuevo Leon,"quisiera de una vez por todas
arrancar de mi alma tu recuerdo
poder mirarte fijamente
y poder decirte que ya no te quiero
quisiera pasar una noche
sin sentir tus labios besando mi cuerpo
quisiera despertar tranquilo
y no llorando siempre como lo estoy haciendo
quisiera olvidar que te amo
pues me está matando y me está doliendo
quisiera dejar de extrañarte
mas no lo consigo por más que lo intento
quisiera no pensar en ti
y borrarte de mi mente aunque sea un momento
quisiera despertar un dia
y no sentirte aquí en mi corazón tan dentro
pero tu recuerdo me golpea el alma
me deja sin fuerzaz me roba la calma
ójala pudiera dejar de adorarte
viviría feliz sin tener que extrañarte
pero te amo tanto y todo ha sido inútil
no puedo arrancarte de mi pensamiento
te llevo tan dentro de mi ser
que ya no sé que puedo hacer
sin ti te juro que me estoy muriendo
quisiera no pensar en ti
y borrarte de mi mente aunque sea un momento
quisiera despertar un dia
y no sentirte aquí en mi corazón tan dentro
pero tu recuerdo me golpea el alma
me deja sin fuerzaz me roba la calma
ójala pudiera dejar de adorarte
viviría feliz sin tener que extrañarte
pero te amo tanto y todo ha sido inútil
no puedo arrancarte de mi pensamiento
te llevo tan dentro de mi ser
que ya no sé que puedo hacer
sin ti te juro que me estoy muriendo"
2047,Quién Es Usted,Christian Nodal,"dice que yo fui su amante y que la adoré
que le suplique que no se fuera de mi lado
y que le mandaba rosas de mes en mes
y que lamenta mucho usted haberme dejado
me va a disculpar señora
pero no recuerdo
y discúlpeme el atrevimiento
pero nada siento
quién es usted ? 
de donde ha salido ? 
yo no soy aquel
aquel que jura haber herido
quién es usted ? 
que yo no la recuerdo
será que su traición
me clausuró ya la memoria
al corazón
dice que sus besos fueron
mi debilidad
y que caminamos juntos
de la mano
me va a disculpar señora
pero no recuerdo
y discúlpeme el atrevimiento
pero nada siento
quién es usted ? 
de donde ha salido ? 
yo no soy aquel
aquel que jura haber herido
quién es usted ? 
que yo no la recuerdo
será que su traición
le clausuró ya la memoria
al corazón
quién es usted ? 
de donde ha salido ? 
yo no soy aquel
aquel que jura haber herido
quién es usted ? 
que yo no la recuerdo
será que su traición
le clausuró ya la memoria
al corazón
quién es usted ? "
2048,Quién Se Anima,Gerardo Ortiz,"quién se anima
dijo mi compadre
cuando me enfiesto
no hay como pararle
la baraja mis platicas largas
gente muy fina
buenas amistades
culiacán
la gente de arriba
como mi padre
toda su oficina
mis respetos
les tengo cariño
cuida mis pasos
lo sé desde niño
y quién se anima
y arriba el simple en medio badiraguato sinaloa viejo
ay nomás
quién se anima
que le entre con ganas
a los negocios donde hay buena lana
los placeres la banda y mujeres
pero responsable en todos mis quehaceres
buen amigo de buenos principios
ya bien lo sabe la gente que estimo
en negocios soy muy cuidadoso
los buenos consejos que tuve de niño
y quién se anima"
2049,Quiéreme,Los Bukis,"es verdad me he enamorado de ti
cuando menos esperaba
quisiera no fuera cierto
pues mi cuerpo está cubierto
de un dolor que aún no acaba
ya no puedo regresar atrás
ni olvidar esto que siento
solo mírame un momento
dime que nunca me dejarás
por fuertes que sean los vientos
quiéreme como yo te estoy queriendo
siente lo que estoy sintiendo quiéreme
quiéreme pues la vida me he pasado esperándote a mi lado quiéreme
quiéreme porque el tiempo más bonito
es cuando te necesito junto a mí
quiéreme que quererte es mi destino
solo márcame el camino quiéreme
quiéreme
quiéreme como yo te estoy queriendo
siente lo que estoy sintiendo quiéreme
quiéreme pues la vida me he pasado esperándote a mi lado quiéreme
quiéreme porque el tiempo más bonito
es cuando te necesito junto a mí
quiéreme que quererte es mi destino
solo márcame el camino quiéreme
quiéreme
quiéreme
quiéreme"
